xM,logK,absS,absA,cosdphi,alpha
-0.472362,-2.140704,3.643791e-04,3.956457e-05,-0.984497,-0.211304
-0.469849,-2.140704,3.627050e-04,4.021428e-05,-0.984497,-0.215658
-0.467337,-2.140704,3.609739e-04,4.088001e-05,-0.984497,-0.220163
-0.464824,-2.140704,3.591851e-04,4.156185e-05,-0.984497,-0.224825
-0.462312,-2.140704,3.573377e-04,4.225983e-05,-0.984497,-0.229647
-0.459799,-2.140704,3.554314e-04,4.297394e-05,-0.984497,-0.234634
-0.457286,-2.140704,3.534654e-04,4.370414e-05,-0.984497,-0.239790
-0.454774,-2.140704,3.514394e-04,4.445035e-05,-0.984497,-0.245119
-0.452261,-2.140704,3.493531e-04,4.521244e-05,-0.984497,-0.250625
-0.449749,-2.140704,3.472062e-04,4.599024e-05,-0.984497,-0.256312
-0.447236,-2.140704,3.449986e-04,4.678353e-05,-0.984497,-0.262184
-0.444724,-2.140704,3.427304e-04,4.759204e-05,-0.984497,-0.268245
-0.442211,-2.140704,3.404016e-04,4.841547e-05,-0.984497,-0.274498
-0.439698,-2.140704,3.380126e-04,4.925344e-05,-0.984497,-0.280946
-0.437186,-2.140704,3.355638e-04,5.010554e-05,-0.984497,-0.287593
-0.434673,-2.140704,3.330555e-04,5.097131e-05,-0.984497,-0.294441
-0.432161,-2.140704,3.304886e-04,5.185023e-05,-0.984497,-0.301493
-0.429648,-2.140704,3.278637e-04,5.274173e-05,-0.984497,-0.308752
-0.427136,-2.140704,3.251818e-04,5.364521e-05,-0.984497,-0.316219
-0.424623,-2.140704,3.224439e-04,5.455999e-05,-0.984497,-0.323895
-0.422111,-2.140704,3.196511e-04,5.548540e-05,-0.984497,-0.331783
-0.419598,-2.140704,3.168047e-04,5.642066e-05,-0.984497,-0.339883
-0.417085,-2.140704,3.139061e-04,5.736501e-05,-0.984497,-0.348197
-0.414573,-2.140704,3.109567e-04,5.831762e-05,-0.984497,-0.356723
-0.412060,-2.140704,3.079581e-04,5.927763e-05,-0.984497,-0.365463
-0.409548,-2.140704,3.049120e-04,6.024417e-05,-0.984497,-0.374415
-0.407035,-2.140704,3.018200e-04,6.121631e-05,-0.984497,-0.383579
-0.404523,-2.140704,2.986839e-04,6.219314e-05,-0.984497,-0.392954
-0.402010,-2.140704,2.955057e-04,6.317371e-05,-0.984497,-0.402538
-0.399497,-2.140704,2.922871e-04,6.415705e-05,-0.984497,-0.412328
-0.396985,-2.140704,2.890300e-04,6.514220e-05,-0.984497,-0.422323
-0.394472,-2.140704,2.857365e-04,6.612818e-05,-0.984497,-0.432519
-0.391960,-2.140704,2.824084e-04,6.711402e-05,-0.984497,-0.442914
-0.389447,-2.140704,2.790477e-04,6.809875e-05,-0.984497,-0.453504
-0.386935,-2.140704,2.756563e-04,6.908141e-05,-0.984497,-0.464285
-0.384422,-2.140704,2.722361e-04,7.006104e-05,-0.984497,-0.475252
-0.381910,-2.140704,2.687890e-04,7.103671e-05,-0.984497,-0.486401
-0.379397,-2.140704,2.653168e-04,7.200750e-05,-0.984497,-0.497726
-0.376884,-2.140704,2.618214e-04,7.297251e-05,-0.984497,-0.509224
-0.374372,-2.140704,2.583044e-04,7.393086e-05,-0.984497,-0.520886
-0.371859,-2.140704,2.547676e-04,7.488170e-05,-0.984497,-0.532709
-0.369347,-2.140704,2.512125e-04,7.582422e-05,-0.984497,-0.544685
-0.366834,-2.140704,2.476408e-04,7.675760e-05,-0.984497,-0.556806
-0.364322,-2.140704,2.440538e-04,7.768108e-05,-0.984497,-0.569067
-0.361809,-2.140704,2.404531e-04,7.859391e-05,-0.984497,-0.581459
-0.359296,-2.140704,2.368400e-04,7.949540e-05,-0.984497,-0.593975
-0.356784,-2.140704,2.332157e-04,8.038485e-05,-0.984497,-0.606606
-0.354271,-2.140704,2.295815e-04,8.126162e-05,-0.984497,-0.619342
-0.351759,-2.140704,2.259385e-04,8.212509e-05,-0.984497,-0.632174
-0.349246,-2.140704,2.222878e-04,8.297465e-05,-0.984497,-0.645093
-0.346734,-2.140704,2.186303e-04,8.380975e-05,-0.984497,-0.658088
-0.344221,-2.140704,2.149671e-04,8.462984e-05,-0.984497,-0.671147
-0.341709,-2.140704,2.112989e-04,8.543442e-05,-0.984497,-0.684258
-0.339196,-2.140704,2.076267e-04,8.622300e-05,-0.984497,-0.697409
-0.336683,-2.140704,2.039512e-04,8.699510e-05,-0.984497,-0.710585
-0.334171,-2.140704,2.002731e-04,8.775031e-05,-0.984497,-0.723772
-0.331658,-2.140704,1.965932e-04,8.848818e-05,-0.984497,-0.736955
-0.329146,-2.140704,1.929120e-04,8.920833e-05,-0.984497,-0.750116
-0.326633,-2.140704,1.892303e-04,8.991037e-05,-0.984497,-0.763237
-0.324121,-2.140704,1.855485e-04,9.059395e-05,-0.984497,-0.776300
-0.321608,-2.140704,1.818672e-04,9.125872e-05,-0.984497,-0.789282
-0.319095,-2.140704,1.781869e-04,9.190435e-05,-0.984497,-0.802163
-0.316583,-2.140704,1.745081e-04,9.253052e-05,-0.984497,-0.814917
-0.314070,-2.140704,1.708314e-04,9.313695e-05,-0.984497,-0.827519
-0.311558,-2.140704,1.671571e-04,9.372334e-05,-0.984497,-0.839940
-0.309045,-2.140704,1.634858e-04,9.428941e-05,-0.984497,-0.852151
-0.306533,-2.140704,1.598178e-04,9.483492e-05,-0.984497,-0.864118
-0.304020,-2.140704,1.561535e-04,9.535960e-05,-0.984497,-0.875808
-0.301508,-2.140704,1.524935e-04,9.586322e-05,-0.984497,-0.887182
-0.298995,-2.140704,1.488381e-04,9.634555e-05,-0.984497,-0.898200
-0.296482,-2.140704,1.451877e-04,9.680636e-05,-0.984497,-0.908819
-0.293970,-2.140704,1.415427e-04,9.724546e-05,-0.984497,-0.918991
-0.291457,-2.140704,1.379035e-04,9.766263e-05,-0.984497,-0.928667
-0.288945,-2.140704,1.342706e-04,9.805768e-05,-0.984497,-0.937794
-0.286432,-2.140704,1.306442e-04,9.843043e-05,-0.984497,-0.946314
-0.283920,-2.140704,1.270250e-04,9.878071e-05,-0.984497,-0.954165
-0.281407,-2.140704,1.234132e-04,9.910833e-05,-0.984497,-0.961283
-0.278894,-2.140704,1.198092e-04,9.941315e-05,-0.984497,-0.967599
-0.276382,-2.140704,1.162135e-04,9.969500e-05,-0.984497,-0.973038
-0.273869,-2.140704,1.126265e-04,9.995374e-05,-0.984497,-0.977524
-0.271357,-2.140704,1.090486e-04,1.001892e-04,-0.984497,-0.980973
-0.268844,-2.140704,1.054803e-04,1.004014e-04,-0.984497,-0.983299
-0.266332,-2.140704,1.019219e-04,1.005900e-04,-0.984497,-0.984411
-0.263819,-2.140704,9.837390e-05,1.007550e-04,-0.984497,-0.984215
-0.261307,-2.140704,9.483676e-05,1.008962e-04,-0.984497,-0.982611
-0.258794,-2.140704,9.131091e-05,1.010136e-04,-0.984497,-0.979498
-0.256281,-2.140704,8.779680e-05,1.011071e-04,-0.984497,-0.974769
-0.253769,-2.140704,8.429488e-05,1.011766e-04,-0.984497,-0.968318
-0.251256,-2.140704,8.080561e-05,1.012220e-04,-0.984497,-0.960034
-0.248744,-2.140704,7.732944e-05,1.012431e-04,-0.984497,-0.949808
-0.246231,-2.140704,7.386685e-05,1.012401e-04,-0.984497,-0.937528
-0.243719,-2.140704,7.041831e-05,1.012127e-04,-0.984497,-0.923087
-0.241206,-2.140704,6.698429e-05,1.011610e-04,-0.984497,-0.906378
-0.238693,-2.140704,6.356526e-05,1.010849e-04,-0.984497,-0.887300
-0.236181,-2.140704,6.016172e-05,1.009843e-04,-0.984497,-0.865758
-0.233668,-2.140704,5.677414e-05,1.008592e-04,-0.984497,-0.841664
-0.231156,-2.140704,5.340302e-05,1.007096e-04,-0.984497,-0.814944
-0.228643,-2.140704,5.004885e-05,1.005355e-04,-0.984497,-0.785533
-0.226131,-2.140704,4.671211e-05,1.003369e-04,-0.984497,-0.753382
-0.223618,-2.140704,4.339331e-05,1.001137e-04,-0.984497,-0.718463
-0.221106,-2.140704,4.009294e-05,9.986595e-05,-0.984497,-0.680764
-0.218593,-2.140704,3.681150e-05,9.959368e-05,-0.984497,-0.640298
-0.216080,-2.140704,3.354951e-05,9.929689e-05,-0.984497,-0.597102
-0.213568,-2.140704,3.030745e-05,9.897560e-05,-0.984497,-0.551241
-0.211055,-2.140704,2.708584e-05,9.862985e-05,-0.984497,-0.502807
-0.208543,-2.140704,2.388518e-05,9.825966e-05,-0.984497,-0.451924
-0.206030,-2.140704,2.070599e-05,9.786508e-05,-0.984497,-0.398744
-0.203518,-2.140704,1.754876e-05,9.744617e-05,-0.984497,-0.343451
-0.201005,-2.140704,1.441400e-05,9.700298e-05,-0.984497,-0.286259
-0.198492,-2.140704,1.130223e-05,9.653557e-05,-0.984497,-0.227409
-0.195980,-2.140704,8.213949e-06,9.604401e-05,-0.984497,-0.167171
-0.193467,-2.140704,5.149669e-06,9.552839e-05,-0.984497,-0.105835
-0.190955,-2.140704,2.109894e-06,9.498879e-05,-0.984497,-0.043714
-0.188442,-2.140704,9.048680e-07,9.442530e-05,0.984496,0.018867
-0.185930,-2.140704,3.894113e-06,9.383802e-05,0.984497,0.081569
-0.183417,-2.140704,6.857336e-06,9.322706e-05,0.984497,0.144050
-0.180905,-2.140704,9.794036e-06,9.259252e-05,0.984497,0.205967
-0.178392,-2.140704,1.270371e-05,9.193453e-05,0.984497,0.266982
-0.175879,-2.140704,1.558587e-05,9.125322e-05,0.984497,0.326768
-0.173367,-2.140704,1.844000e-05,9.054871e-05,0.984497,0.385013
-0.170854,-2.140704,2.126562e-05,8.982116e-05,0.984497,0.441426
-0.168342,-2.140704,2.406224e-05,8.907069e-05,0.984497,0.495740
-0.165829,-2.140704,2.682937e-05,8.829748e-05,0.984497,0.547714
-0.163317,-2.140704,2.956652e-05,8.750167e-05,0.984497,0.597138
-0.160804,-2.140704,3.227321e-05,8.668344e-05,0.984497,0.643833
-0.158291,-2.140704,3.494897e-05,8.584295e-05,0.984497,0.687650
-0.155779,-2.140704,3.759331e-05,8.498040e-05,0.984497,0.728476
-0.153266,-2.140704,4.020577e-05,8.409597e-05,0.984497,0.766225
-0.150754,-2.140704,4.278588e-05,8.318984e-05,0.984497,0.800845
-0.148241,-2.140704,4.533318e-05,8.226223e-05,0.984497,0.832310
-0.145729,-2.140704,4.784720e-05,8.131333e-05,0.984497,0.860624
-0.143216,-2.140704,5.032751e-05,8.034337e-05,0.984497,0.885810
-0.140704,-2.140704,5.277364e-05,7.935256e-05,0.984497,0.907917
-0.138191,-2.140704,5.518516e-05,7.834112e-05,0.984497,0.927010
-0.135678,-2.140704,5.756162e-05,7.730930e-05,0.984497,0.943170
-0.133166,-2.140704,5.990259e-05,7.625732e-05,0.984497,0.956493
-0.130653,-2.140704,6.220766e-05,7.518544e-05,0.984497,0.967084
-0.128141,-2.140704,6.447638e-05,7.409391e-05,0.984497,0.975057
-0.125628,-2.140704,6.670835e-05,7.298298e-05,0.984497,0.980532
-0.123116,-2.140704,6.890316e-05,7.185292e-05,0.984497,0.983632
-0.120603,-2.140704,7.106040e-05,7.070400e-05,0.984497,0.984484
-0.118090,-2.140704,7.317967e-05,6.953650e-05,0.984497,0.983214
-0.115578,-2.140704,7.526059e-05,6.835069e-05,0.984497,0.979949
-0.113065,-2.140704,7.730276e-05,6.714688e-05,0.984497,0.974811
-0.110553,-2.140704,7.930582e-05,6.592534e-05,0.984497,0.967924
-0.108040,-2.140704,8.126938e-05,6.468638e-05,0.984497,0.959403
-0.105528,-2.140704,8.319308e-05,6.343031e-05,0.984497,0.949364
-0.103015,-2.140704,8.507657e-05,6.215744e-05,0.984497,0.937914
-0.100503,-2.140704,8.691949e-05,6.086808e-05,0.984497,0.925157
-0.097990,-2.140704,8.872151e-05,5.956256e-05,0.984497,0.911193
-0.095477,-2.140704,9.048227e-05,5.824120e-05,0.984497,0.896115
-0.092965,-2.140704,9.220147e-05,5.690435e-05,0.984497,0.880012
-0.090452,-2.140704,9.387876e-05,5.555233e-05,0.984497,0.862965
-0.087940,-2.140704,9.551385e-05,5.418549e-05,0.984497,0.845052
-0.085427,-2.140704,9.710642e-05,5.280419e-05,0.984497,0.826347
-0.082915,-2.140704,9.865617e-05,5.140876e-05,0.984497,0.806917
-0.080402,-2.140704,1.001628e-04,4.999958e-05,0.984497,0.786824
-0.077889,-2.140704,1.016261e-04,4.857701e-05,0.984497,0.766128
-0.075377,-2.140704,1.030457e-04,4.714141e-05,0.984497,0.744881
-0.072864,-2.140704,1.044213e-04,4.569316e-05,0.984497,0.723135
-0.070352,-2.140704,1.057528e-04,4.423263e-05,0.984497,0.700934
-0.067839,-2.140704,1.070399e-04,4.276021e-05,0.984497,0.678323
-0.065327,-2.140704,1.082822e-04,4.127629e-05,0.984497,0.655338
-0.062814,-2.140704,1.094797e-04,3.978124e-05,0.984497,0.632017
-0.060302,-2.140704,1.106320e-04,3.827547e-05,0.984497,0.608392
-0.057789,-2.140704,1.117390e-04,3.675937e-05,0.984497,0.584494
-0.055276,-2.140704,1.128004e-04,3.523335e-05,0.984497,0.560348
-0.052764,-2.140704,1.138160e-04,3.369780e-05,0.984497,0.535981
-0.050251,-2.140704,1.147857e-04,3.215315e-05,0.984497,0.511416
-0.047739,-2.140704,1.157092e-04,3.059980e-05,0.984497,0.486673
-0.045226,-2.140704,1.165864e-04,2.903816e-05,0.984497,0.461770
-0.042714,-2.140704,1.174172e-04,2.746865e-05,0.984497,0.436726
-0.040201,-2.140704,1.182013e-04,2.589170e-05,0.984497,0.411556
-0.037688,-2.140704,1.189387e-04,2.430772e-05,0.984497,0.386273
-0.035176,-2.140704,1.196291e-04,2.271715e-05,0.984497,0.360891
-0.032663,-2.140704,1.202725e-04,2.112041e-05,0.984497,0.335421
-0.030151,-2.140704,1.208687e-04,1.951793e-05,0.984497,0.309874
-0.027638,-2.140704,1.214176e-04,1.791015e-05,0.984497,0.284258
-0.025126,-2.140704,1.219191e-04,1.629750e-05,0.984497,0.258584
-0.022613,-2.140704,1.223732e-04,1.468042e-05,0.984497,0.232858
-0.020101,-2.140704,1.227797e-04,1.305935e-05,0.984497,0.207087
-0.017588,-2.140704,1.231385e-04,1.143472e-05,0.984497,0.181279
-0.015075,-2.140704,1.234497e-04,9.806976e-06,0.984497,0.155438
-0.012563,-2.140704,1.237130e-04,8.176565e-06,0.984497,0.129571
-0.010050,-2.140704,1.239286e-04,6.543927e-06,0.984497,0.103682
-0.007538,-2.140704,1.240963e-04,4.909508e-06,0.984497,0.077776
-0.005025,-2.140704,1.242161e-04,3.273751e-06,0.984497,0.051857
-0.002513,-2.140704,1.242880e-04,1.637102e-06,0.984497,0.025931
0.000000,-2.140704,1.243120e-04,7.449995e-12,0.987026,0.000000
-0.500000,-2.115578,3.928858e-04,4.054338e-05,-0.983649,-0.200874
-0.497487,-2.115578,3.917163e-04,4.097981e-05,-0.983649,-0.203583
-0.494975,-2.115578,3.904994e-04,4.142827e-05,-0.983649,-0.206389
-0.492462,-2.115578,3.892339e-04,4.188901e-05,-0.983649,-0.209295
-0.489950,-2.115578,3.879186e-04,4.236227e-05,-0.983649,-0.212305
-0.487437,-2.115578,3.865521e-04,4.284828e-05,-0.983649,-0.215423
-0.484925,-2.115578,3.851334e-04,4.334727e-05,-0.983649,-0.218652
-0.482412,-2.115578,3.836612e-04,4.385943e-05,-0.983649,-0.221997
-0.479899,-2.115578,3.821345e-04,4.438496e-05,-0.983649,-0.225460
-0.477387,-2.115578,3.805521e-04,4.492404e-05,-0.983649,-0.229047
-0.474874,-2.115578,3.789130e-04,4.547681e-05,-0.983649,-0.232761
-0.472362,-2.115578,3.772162e-04,4.604340e-05,-0.983649,-0.236605
-0.469849,-2.115578,3.754606e-04,4.662392e-05,-0.983649,-0.240585
-0.467337,-2.115578,3.736456e-04,4.721845e-05,-0.983649,-0.244704
-0.464824,-2.115578,3.717702e-04,4.782705e-05,-0.983649,-0.248966
-0.462312,-2.115578,3.698338e-04,4.844972e-05,-0.983649,-0.253376
-0.459799,-2.115578,3.678356e-04,4.908646e-05,-0.983649,-0.257936
-0.457286,-2.115578,3.657752e-04,4.973722e-05,-0.983649,-0.262652
-0.454774,-2.115578,3.636522e-04,5.040192e-05,-0.983649,-0.267527
-0.452261,-2.115578,3.614661e-04,5.108043e-05,-0.983649,-0.272565
-0.449749,-2.115578,3.592169e-04,5.177259e-05,-0.983649,-0.277769
-0.447236,-2.115578,3.569043e-04,5.247820e-05,-0.983649,-0.283144
-0.444724,-2.115578,3.545284e-04,5.319700e-05,-0.983649,-0.288693
-0.442211,-2.115578,3.520894e-04,5.392871e-05,-0.983649,-0.294419
-0.439698,-2.115578,3.495875e-04,5.467300e-05,-0.983649,-0.300326
-0.437186,-2.115578,3.470232e-04,5.542947e-05,-0.983649,-0.306416
-0.434673,-2.115578,3.443971e-04,5.619772e-05,-0.983649,-0.312692
-0.432161,-2.115578,3.417098e-04,5.697726e-05,-0.983649,-0.319157
-0.429648,-2.115578,3.389621e-04,5.776759e-05,-0.983649,-0.325814
-0.427136,-2.115578,3.361550e-04,5.856815e-05,-0.983649,-0.332663
-0.424623,-2.115578,3.332897e-04,5.937835e-05,-0.983649,-0.339708
-0.422111,-2.115578,3.303672e-04,6.019754e-05,-0.983649,-0.346950
-0.419598,-2.115578,3.273890e-04,6.102507e-05,-0.983649,-0.354390
-0.417085,-2.115578,3.243566e-04,6.186021e-05,-0.983649,-0.362029
-0.414573,-2.115578,3.212713e-04,6.270223e-05,-0.983649,-0.369867
-0.412060,-2.115578,3.181350e-04,6.355035e-05,-0.983649,-0.377906
-0.409548,-2.115578,3.149493e-04,6.440379e-05,-0.983649,-0.386145
-0.407035,-2.115578,3.117161e-04,6.526172e-05,-0.983649,-0.394583
-0.404523,-2.115578,3.084372e-04,6.612331e-05,-0.983649,-0.403221
-0.402010,-2.115578,3.051146e-04,6.698771e-05,-0.983649,-0.412057
-0.399497,-2.115578,3.017503e-04,6.785405e-05,-0.983649,-0.421090
-0.396985,-2.115578,2.983462e-04,6.872146e-05,-0.983649,-0.430319
-0.394472,-2.115578,2.949045e-04,6.958906e-05,-0.983649,-0.439741
-0.391960,-2.115578,2.914271e-04,7.045599e-05,-0.983649,-0.449354
-0.389447,-2.115578,2.879162e-04,7.132136e-05,-0.983649,-0.459156
-0.386935,-2.115578,2.843737e-04,7.218432e-05,-0.983649,-0.469143
-0.384422,-2.115578,2.808017e-04,7.304401e-05,-0.983649,-0.479314
-0.381910,-2.115578,2.772021e-04,7.389959e-05,-0.983649,-0.489663
-0.379397,-2.115578,2.735769e-04,7.475023e-05,-0.983649,-0.500189
-0.376884,-2.115578,2.699279e-04,7.559513e-05,-0.983649,-0.510885
-0.374372,-2.115578,2.662571e-04,7.643349e-05,-0.983649,-0.521750
-0.371859,-2.115578,2.625661e-04,7.726455e-05,-0.983649,-0.532776
-0.369347,-2.115578,2.588567e-04,7.808756e-05,-0.983649,-0.543961
-0.366834,-2.115578,2.551305e-04,7.890182e-05,-0.983649,-0.555298
-0.364322,-2.115578,2.513892e-04,7.970662e-05,-0.983649,-0.566782
-0.361809,-2.115578,2.476341e-04,8.050130e-05,-0.983649,-0.578408
-0.359296,-2.115578,2.438667e-04,8.128522e-05,-0.983649,-0.590168
-0.356784,-2.115578,2.400883e-04,8.205777e-05,-0.983649,-0.602057
-0.354271,-2.115578,2.363003e-04,8.281835e-05,-0.983649,-0.614068
-0.351759,-2.115578,2.325038e-04,8.356641e-05,-0.983649,-0.626193
-0.349246,-2.115578,2.286999e-04,8.430140e-05,-0.983649,-0.638423
-0.346734,-2.115578,2.248897e-04,8.502283e-05,-0.983649,-0.650752
-0.344221,-2.115578,2.210742e-04,8.573019e-05,-0.983649,-0.663169
-0.341709,-2.115578,2.172544e-04,8.642304e-05,-0.983649,-0.675666
-0.339196,-2.115578,2.134310e-04,8.710092e-05,-0.983649,-0.688231
-0.336683,-2.115578,2.096050e-04,8.776341e-05,-0.983649,-0.700853
-0.334171,-2.115578,2.057770e-04,8.841013e-05,-0.983649,-0.713521
-0.331658,-2.115578,2.019479e-04,8.904067e-05,-0.983649,-0.726222
-0.329146,-2.115578,1.981182e-04,8.965469e-05,-0.983649,-0.738941
-0.326633,-2.115578,1.942887e-04,9.025184e-05,-0.983649,-0.751662
-0.324121,-2.115578,1.904599e-04,9.083178e-05,-0.983649,-0.764371
-0.321608,-2.115578,1.866324e-04,9.139421e-05,-0.983649,-0.777048
-0.319095,-2.115578,1.828067e-04,9.193883e-05,-0.983649,-0.789674
-0.316583,-2.115578,1.789834e-04,9.246534e-05,-0.983649,-0.802228
-0.314070,-2.115578,1.751629e-04,9.297348e-05,-0.983649,-0.814686
-0.311558,-2.115578,1.713458e-04,9.346299e-05,-0.983649,-0.827025
-0.309045,-2.115578,1.675325e-04,9.393361e-05,-0.983649,-0.839216
-0.306533,-2.115578,1.637235e-04,9.438512e-05,-0.983649,-0.851230
-0.304020,-2.115578,1.599191e-04,9.481727e-05,-0.983649,-0.863035
-0.301508,-2.115578,1.561199e-04,9.522984e-05,-0.983649,-0.874596
-0.298995,-2.115578,1.523263e-04,9.562264e-05,-0.983649,-0.885874
-0.296482,-2.115578,1.485386e-04,9.599546e-05,-0.983649,-0.896829
-0.293970,-2.115578,1.447573e-04,9.634811e-05,-0.983649,-0.907415
-0.291457,-2.115578,1.409829e-04,9.668039e-05,-0.983649,-0.917585
-0.288945,-2.115578,1.372156e-04,9.699214e-05,-0.983649,-0.927285
-0.286432,-2.115578,1.334560e-04,9.728319e-05,-0.983649,-0.936460
-0.283920,-2.115578,1.297045e-04,9.755337e-05,-0.983649,-0.945047
-0.281407,-2.115578,1.259614e-04,9.780253e-05,-0.983649,-0.952981
-0.278894,-2.115578,1.222272e-04,9.803052e-05,-0.983649,-0.960190
-0.276382,-2.115578,1.185024e-04,9.823721e-05,-0.983649,-0.966600
-0.273869,-2.115578,1.147872e-04,9.842246e-05,-0.983649,-0.972127
-0.271357,-2.115578,1.110823e-04,9.858613e-05,-0.983649,-0.976686
-0.268844,-2.115578,1.073880e-04,9.872813e-05,-0.983649,-0.980183
-0.266332,-2.115578,1.037046e-04,9.884832e-05,-0.983649,-0.982519
-0.263819,-2.115578,1.000328e-04,9.894660e-05,-0.983649,-0.983591
-0.261307,-2.115578,9.637294e-05,9.902287e-05,-0.983649,-0.983288
-0.258794,-2.115578,9.272542e-05,9.907705e-05,-0.983649,-0.981494
-0.256281,-2.115578,8.909074e-05,9.910904e-05,-0.983649,-0.978090
-0.253769,-2.115578,8.546936e-05,9.911875e-05,-0.983649,-0.972951
-0.251256,-2.115578,8.186173e-05,9.910613e-05,-0.983649,-0.965947
-0.248744,-2.115578,7.826832e-05,9.907109e-05,-0.983649,-0.956946
-0.246231,-2.115578,7.468961e-05,9.901359e-05,-0.983649,-0.945815
-0.243719,-2.115578,7.112607e-05,9.893356e-05,-0.983649,-0.932418
-0.241206,-2.115578,6.757817e-05,9.883095e-05,-0.983649,-0.916624
-0.238693,-2.115578,6.404641e-05,9.870573e-05,-0.983649,-0.898301
-0.236181,-2.115578,6.053126e-05,9.855785e-05,-0.983649,-0.877325
-0.233668,-2.115578,5.703322e-05,9.838730e-05,-0.983649,-0.853578
-0.231156,-2.115578,5.355277e-05,9.819404e-05,-0.983649,-0.826954
-0.228643,-2.115578,5.009042e-05,9.797807e-05,-0.983649,-0.797360
-0.226131,-2.115578,4.664666e-05,9.773937e-05,-0.983649,-0.764721
-0.223618,-2.115578,4.322198e-05,9.747793e-05,-0.983649,-0.728983
-0.221106,-2.115578,3.981689e-05,9.719377e-05,-0.983649,-0.690115
-0.218593,-2.115578,3.643190e-05,9.688689e-05,-0.983649,-0.648114
-0.216080,-2.115578,3.306751e-05,9.655731e-05,-0.983649,-0.603009
-0.213568,-2.115578,2.972422e-05,9.620505e-05,-0.983649,-0.554863
-0.211055,-2.115578,2.640254e-05,9.583013e-05,-0.983649,-0.503777
-0.208543,-2.115578,2.310298e-05,9.543261e-05,-0.983649,-0.449891
-0.206030,-2.115578,1.982606e-05,9.501251e-05,-0.983649,-0.393383
-0.203518,-2.115578,1.657227e-05,9.456989e-05,-0.983649,-0.334475
-0.201005,-2.115578,1.334213e-05,9.410479e-05,-0.983649,-0.273426
-0.198492,-2.115578,1.013615e-05,9.361729e-05,-0.983649,-0.210536
-0.195980,-2.115578,6.954843e-06,9.310745e-05,-0.983649,-0.146136
-0.193467,-2.115578,3.798711e-06,9.257534e-05,-0.983649,-0.080590
-0.190955,-2.115578,6.682647e-07,9.202104e-05,-0.983649,-0.014286
-0.188442,-2.115578,2.435988e-06,9.144464e-05,0.983649,0.052370
-0.185930,-2.115578,5.513541e-06,9.084624e-05,0.983649,0.118959
-0.183417,-2.115578,8.563889e-06,9.022593e-05,0.983649,0.185061
-0.180905,-2.115578,1.158653e-05,8.958381e-05,0.983649,0.250259
-0.178392,-2.115578,1.458096e-05,8.892000e-05,0.983649,0.314148
-0.175879,-2.115578,1.754668e-05,8.823462e-05,0.983649,0.376342
-0.173367,-2.115578,2.048320e-05,8.752779e-05,0.983649,0.436482
-0.170854,-2.115578,2.339002e-05,8.679965e-05,0.983649,0.494242
-0.168342,-2.115578,2.626665e-05,8.605032e-05,0.983649,0.549329
-0.165829,-2.115578,2.911260e-05,8.527996e-05,0.983649,0.601493
-0.163317,-2.115578,3.192738e-05,8.448871e-05,0.983649,0.650526
-0.160804,-2.115578,3.471052e-05,8.367672e-05,0.983649,0.696261
-0.158291,-2.115578,3.746153e-05,8.284417e-05,0.983649,0.738576
-0.155779,-2.115578,4.017993e-05,8.199121e-05,0.983649,0.777388
-0.153266,-2.115578,4.286527e-05,8.111802e-05,0.983649,0.812656
-0.150754,-2.115578,4.551707e-05,8.022478e-05,0.983649,0.844374
-0.148241,-2.115578,4.813486e-05,7.931168e-05,0.983649,0.872569
-0.145729,-2.115578,5.071820e-05,7.837891e-05,0.983649,0.897298
-0.143216,-2.115578,5.326662e-05,7.742666e-05,0.983649,0.918642
-0.140704,-2.115578,5.577968e-05,7.645515e-05,0.983649,0.936703
-0.138191,-2.115578,5.825694e-05,7.546457e-05,0.983649,0.951603
-0.135678,-2.115578,6.069795e-05,7.445515e-05,0.983649,0.963475
-0.133166,-2.115578,6.310228e-05,7.342712e-05,0.983649,0.972462
-0.130653,-2.115578,6.546951e-05,7.238068e-05,0.983649,0.978717
-0.128141,-2.115578,6.779922e-05,7.131609e-05,0.983649,0.982393
-0.125628,-2.115578,7.009098e-05,7.023357e-05,0.983649,0.983647
-0.123116,-2.115578,7.234439e-05,6.913338e-05,0.983649,0.982636
-0.120603,-2.115578,7.455905e-05,6.801576e-05,0.983649,0.979514
-0.118090,-2.115578,7.673455e-05,6.688096e-05,0.983649,0.974432
-0.115578,-2.115578,7.887050e-05,6.572926e-05,0.983649,0.967534
-0.113065,-2.115578,8.096653e-05,6.456091e-05,0.983649,0.958962
-0.110553,-2.115578,8.302224e-05,6.337620e-05,0.983649,0.948848
-0.108040,-2.115578,8.503728e-05,6.217539e-05,0.983649,0.937320
-0.105528,-2.115578,8.701127e-05,6.095877e-05,0.983649,0.924498
-0.103015,-2.115578,8.894386e-05,5.972663e-05,0.983649,0.910495
-0.100503,-2.115578,9.083470e-05,5.847926e-05,0.983649,0.895415
-0.097990,-2.115578,9.268344e-05,5.721695e-05,0.983649,0.879359
-0.095477,-2.115578,9.448975e-05,5.594002e-05,0.983649,0.862416
-0.092965,-2.115578,9.625330e-05,5.464877e-05,0.983649,0.844672
-0.090452,-2.115578,9.797376e-05,5.334352e-05,0.983649,0.826206
-0.087940,-2.115578,9.965083e-05,5.202458e-05,0.983649,0.807088
-0.085427,-2.115578,1.012842e-04,5.069227e-05,0.983649,0.787387
